Connecting to host 10.1.4.1, port 2345
[ 44] local 10.1.1.1 port 43762 connected to 10.1.4.1 port 2345
[ ID] Interval           Transfer     Bandwidth       Retr  Cwnd
[ 44]   0.00-1.00   sec  89.2 MBytes   748 Mbits/sec    0   1.33 MBytes       
[ 44]  25.00-26.00  sec  38.8 MBytes   325 Mbits/sec    0    775 KBytes       
[ 44]  26.00-27.00  sec  42.5 MBytes   357 Mbits/sec    0    846 KBytes       
[ 44]  27.00-28.00  sec  42.5 MBytes   357 Mbits/sec    0    803 KBytes       
[ 44]  28.00-29.00  sec  46.2 MBytes   388 Mbits/sec    0    817 KBytes       
[ 44]  29.00-30.00  sec  40.0 MBytes   336 Mbits/sec    0    837 KBytes       
[ 44]  30.00-31.00  sec  47.5 MBytes   398 Mbits/sec    0    846 KBytes       
[ 44]  31.00-32.00  sec  46.2 MBytes   388 Mbits/sec    0    809 KBytes       
[ 44]  32.00-33.00  sec  36.2 MBytes   304 Mbits/sec    0    619 KBytes       
[ 44]  33.00-34.00  sec  30.0 MBytes   252 Mbits/sec    0    667 KBytes       
[ 44]  34.00-35.00  sec  35.0 MBytes   294 Mbits/sec    0    713 KBytes       
[ 44]  35.00-36.00  sec  40.0 MBytes   336 Mbits/sec    0    764 KBytes       
[ 44]  36.00-37.00  sec  43.8 MBytes   367 Mbits/sec    0    809 KBytes       
[ 44]  37.00-38.00  sec  46.2 MBytes   388 Mbits/sec    0    885 KBytes       
[ 44]  38.00-39.00  sec  48.8 MBytes   409 Mbits/sec    0    877 KBytes       
[ 44]  39.00-40.00  sec  38.8 MBytes   325 Mbits/sec    0    933 KBytes       
[ 44]  40.00-41.00  sec  46.2 MBytes   388 Mbits/sec    0    865 KBytes       
[ 44]  41.00-42.00  sec  48.8 MBytes   409 Mbits/sec    0    919 KBytes       
[ 44]  42.00-43.01  sec  40.0 MBytes   331 Mbits/sec    0    831 KBytes       
[ 44]  43.01-44.00  sec  28.8 MBytes   245 Mbits/sec    0    696 KBytes       
[ 44]  44.00-45.00  sec  35.0 MBytes   294 Mbits/sec    0    769 KBytes       
[ 44]  45.00-46.00  sec  40.0 MBytes   336 Mbits/sec    0    814 KBytes       
[ 44]  46.00-47.00  sec  46.2 MBytes   388 Mbits/sec    0    803 KBytes       
[ 44]  47.00-48.00  sec  46.2 MBytes   388 Mbits/sec    0    826 KBytes       
[ 44]  48.00-49.00  sec  46.2 MBytes   388 Mbits/sec    0    795 KBytes       
[ 44]  49.00-50.00  sec  40.0 MBytes   336 Mbits/sec    0    741 KBytes       
[ 44]  50.00-51.00  sec  41.2 MBytes   346 Mbits/sec    0    792 KBytes       
[ 44]  51.00-52.00  sec  42.5 MBytes   357 Mbits/sec    0    817 KBytes       
[ 44]  52.00-53.00  sec  42.5 MBytes   356 Mbits/sec    0   5.66 KBytes       
[ 44]  53.00-54.00  sec  28.8 MBytes   241 Mbits/sec    0    699 KBytes       
[ 44]  54.00-55.00  sec  35.0 MBytes   294 Mbits/sec    0    764 KBytes       
[ 44]  55.00-56.00  sec  42.5 MBytes   357 Mbits/sec    0    837 KBytes       
[ 44]  56.00-57.01  sec  47.5 MBytes   396 Mbits/sec    0    857 KBytes       
[ 44]  57.01-58.00  sec  42.5 MBytes   359 Mbits/sec    0    899 KBytes       
[ 44]  58.00-59.00  sec  46.2 MBytes   388 Mbits/sec    0    846 KBytes       
[ 44]  59.00-60.01  sec  42.5 MBytes   354 Mbits/sec    0    848 KBytes       
[ 44]  60.01-61.00  sec  43.8 MBytes   370 Mbits/sec    0    846 KBytes       
[ 44]  61.00-62.00  sec  47.5 MBytes   398 Mbits/sec    0    851 KBytes       
[ 44]  62.00-63.00  sec  48.8 MBytes   409 Mbits/sec    0    950 KBytes       
[ 44]  63.00-64.00  sec  23.8 MBytes   199 Mbits/sec    0    650 KBytes       
[ 44]  64.00-65.00  sec  31.2 MBytes   262 Mbits/sec    0    650 KBytes       
[ 44]  65.00-66.01  sec  38.8 MBytes   322 Mbits/sec    0    766 KBytes       
[ 44]  66.01-67.00  sec  42.5 MBytes   360 Mbits/sec    0    758 KBytes       
[ 44]  67.00-68.00  sec  43.8 MBytes   367 Mbits/sec    0    814 KBytes       
[ 44]  68.00-69.00  sec  45.0 MBytes   377 Mbits/sec    0    854 KBytes       
[ 44]  69.00-70.00  sec  37.5 MBytes   315 Mbits/sec    0    843 KBytes       
[ 44]  70.00-71.00  sec  45.0 MBytes   378 Mbits/sec    0    880 KBytes       
[ 44]  71.00-72.00  sec  48.8 MBytes   409 Mbits/sec    0    848 KBytes       
[ 44]  72.00-73.00  sec  47.5 MBytes   398 Mbits/sec    0    868 KBytes       
[ 44]  73.00-74.00  sec  36.2 MBytes   304 Mbits/sec    0    704 KBytes       
[ 44]  74.00-75.00  sec  31.2 MBytes   262 Mbits/sec    0    718 KBytes       
[ 44]  75.00-76.00  sec  38.8 MBytes   325 Mbits/sec    0    778 KBytes       
[ 44]  76.00-77.00  sec  42.5 MBytes   357 Mbits/sec    0    817 KBytes       
[ 44]  77.00-78.00  sec  48.8 MBytes   409 Mbits/sec    0    882 KBytes       
[ 44]  78.00-79.00  sec  48.8 MBytes   409 Mbits/sec    0    865 KBytes       
[ 44]  79.00-80.00  sec  43.8 MBytes   367 Mbits/sec    0    880 KBytes       
[ 44]  80.00-81.00  sec  46.2 MBytes   388 Mbits/sec    0    834 KBytes       
[ 44]  81.00-82.00  sec  43.8 MBytes   367 Mbits/sec    0    885 KBytes       
[ 44]  82.00-83.00  sec  48.8 MBytes   409 Mbits/sec    0    843 KBytes       
[ 44]  83.00-84.00  sec  51.2 MBytes   430 Mbits/sec    0   1.02 MBytes       
[ 44]  84.00-85.00  sec  50.0 MBytes   419 Mbits/sec    0    998 KBytes       
[ 44]  85.00-86.00  sec  51.2 MBytes   430 Mbits/sec    0    959 KBytes       
[ 44]  86.00-87.00  sec  52.5 MBytes   440 Mbits/sec    0   1012 KBytes       
[ 44]  87.00-88.00  sec  45.0 MBytes   377 Mbits/sec    0    877 KBytes       
[ 44]  88.00-89.00  sec  48.8 MBytes   409 Mbits/sec    0    871 KBytes       
[ 44]  89.00-90.00  sec  41.2 MBytes   346 Mbits/sec    0    888 KBytes       
- - - - - - - - - - - - - - - - - - - - - - - - -
[ ID] Interval           Transfer     Bandwidth       Retr
[ 44]   0.00-90.00  sec  3.44 GBytes   329 Mbits/sec    0             sender
[ 44]   0.00-90.00  sec  3.43 GBytes   328 Mbits/sec                  receiver

iperf Done.
